10/2/2017, 7.75817468,  1716.91507433,  13320.12705095, 10223.72568395, 5.95470669
17/2/2017, 7.75920144,  1719.72402139,  13343.68509544, 10232.72561795, 5.95021381
23/2/2017, 7.75953495,  1720.46362618,  13349.99763694, 10301.69948942, 5.98774617
24/2/2017, 7.76300599,  1717.21596066,  13330.75779526, 10222.72405468, 5.95308004
3/3/2017, 7.76464215,  1715.75847459,  13322.25056716, 10119.96052801, 5.89824307
8/3/2017, 7.76467631,  1722.25201596,  13372.7294285, 10063.06277369, 5.84296763
5/3/2017, 7.76307543,  1720.48245428,  13356.23506793, 10132.3337106, 5.88923978
10/3/2017, 7.76359216,  1720.11245292,  13354.25156208, 10071.37659402, 5.85506871
17/3/2017, 7.7615183,  1719.82185086,  13348.42876233, 10286.92712893, 5.98139111
24/3/2017, 7.76665216,  1712.91199045,  13303.59160539, 10140.42568212, 5.91999223
30/3/2017, 7.7703291,  1713.12069983,  13311.51163335, 10178.20900416, 5.94132626
31/3/2017, 7.77132359,  1715.08750217,  13328.49996715, 10169.0588627, 5.92917787
7/4/2017, 7.76825661,  1717.49496871,  13341.94163665, 10010.56327551, 5.82858376
14/4/2017, 7.77417607,  1709.45013121,  13289.56630309, 10074.80801514, 5.89359574
21/4/2017, 7.77581719,  1710.41389245,  13299.86574428, 10033.17625545, 5.86593473
28/4/2017, 7.77897761,  1716.37147542,  13351.61527166, 9999.94500962, 5.82621254
5/5/2017, 7.78348379,  1711.41710574,  13320.78730851, 9881.44051794, 5.77383531
12/5/2017, 7.79412986,  1709.22009039,  13321.88334736, 9842.49121384, 5.75846918
19/5/2017, 7.78442636,  1712.28054732,  13329.12183022, 9937.34313332, 5.80357182
26/5/2017, 7.79411265,  1706.06415443,  13297.25620663, 9904.38316014, 5.80539901
2/6/2017, 7.78785088,  1709.38282843,  13312.41856714, 9908.60931521, 5.79660047
9/6/2017, 7.79689892,  1705.35470244,  13296.47823796, 10010.67177728, 5.87014054
16/6/2017, 7.8015881,  1704.65585788,  13299.02284785, 10132.58021709, 5.94406206
23/6/2017, 7.79979274,  1707.1873404,  13315.70742602, 10078.2785084, 5.90344028
30/6/2017, 7.80828125,  1706.16510077,  13322.2169704, 10242.83157921, 6.00342345
7/7/2017, 7.8117274,  1717.0560378,  13413.17370521, 10199.26305084, 5.93997099
6/7/2017, 7.81087411,  1714.24679939,  13389.7659513, 10153.63194333, 5.92308642
14/7/2017, 7.80368887,  1709.29790076,  13338.82899653, 10514.63331491, 6.15143405
21/7/2017, 7.80965973,  1706.99238902,  13331.02972258, 10550.30942946, 6.18064234
27/7/2017, 7.80927484,  1705.37121814,  13317.71254844, 10608.95133424, 6.22090441
28/7/2017, 7.81128176,  1706.26816805,  13328.1414242, 10642.81102389, 6.23747851
4/8/2017, 7.8173902,  1703.4104303,  13316.22399837, 10558.65771288, 6.19854001
11/8/2017, 7.81854256,  1708.65480045,  13359.19028546, 10544.14955767, 6.17102387
18/8/2017, 7.82419986,  1708.08314058,  13364.38386449, 10593.68101778, 6.20208745
25/8/2017, 7.81975894,  1707.57340575,  13352.8124004, 10591.58421111, 6.20271092
1/9/2017, 7.82194035,  1705.351668,  13339.15902624, 10629.71796353, 6.23315306
8/9/2017, 7.8121548,  1690.43302974,  13205.92451027, 10636.39691636, 6.29211375
15/9/2017, 7.8164934,  1695.50351615,  13252.89203623, 10604.66418485, 6.25458106
22/9/2017, 7.80965964,  1704.80525165,  13313.94876817, 10598.90633048, 6.21707748
29/9/2017, 7.85953669,  1724.60725325,  13554.61397607, 10634.48842679, 6.16632477
6/10/2017, 7.80951902,  1729.51850358,  13506.70764719, 10476.32840274, 6.05736705
13/10/2017, 7.80928491,  1728.76585594,  13500.42511791, 10647.43286072, 6.15897915
20/10/2017, 7.80202799,  1732.74492375,  13518.92439998, 10570.32343672, 6.10033438
20/10/2017, 7.80202799,  1732.74492375,  13518.92439998, 10570.32343672, 6.10033438
27/10/2017, 7.80414104,  1742.75374997,  13600.69605968, 10430.72088964, 5.98519492
3/11/2017, 7.80295401,  1730.21750723,  13500.80763615, 10330.46040467, 5.97061373
10/11/2017, 7.80172741,  1730.65330432,  13502.08532471, 10342.45725276, 5.97604224
17/11/2017, 7.81107328,  1730.38964265,  13516.20029767, 10225.88944853, 5.90958776
24/11/2017, 7.80823489,  1729.48993888,  13504.26369095, 10286.6093014, 5.94777054
1/12/2017, 7.81168584,  1732.14241714,  13530.95240096, 10301.08154388, 5.94701766
8/12/2017, 7.80445299,  1735.45966331,  13544.31336578, 10171.06969263, 5.86073529
15/12/2017, 7.81273188,  1737.28949273,  13572.97699853, 10375.17151283, 5.97204528
22/12/2017, 7.81668802,  1733.85122494,  13552.97410305, 10449.50115368, 6.02675766
29/12/2017, 7.81238942,  1725.6743937,  13481.64037119, 10526.85771004, 6.10014134
5/1/2018, 7.81818507,  1716.4409124,  13419.45271068, 10550.52155052, 6.14674323
12/1/2018, 7.82179382,  1700.56370211,  13301.45865771, 10530.40737139, 6.19230397, 50.3097599
19/1/2018, 7.81342588,  1704.36557564,  13316.93410176, 10639.45957039, 6.24247504, 50.73169914
26/1/2018, 7.81774836,  1704.21808131,  13323.14811089, 10803.88955451, 6.33949943, 50.96527582
30/1/2018, 7.82045698,  1715.31118557,  13414.51733841, 10844.38477056, 6.32210928, 51.39440946
2/2/2018, 7.82155908,  1714.68865522,  13411.53861585, 10633.69699098, 6.20153225, 51.63570712
9/2/2018, 7.82051937,  1740.96134366,  13615.22191826, 10637.06856842, 6.10988211, 51.62386183
16/2/2018, 7.82223736,  1733.53173751,  13560.0967157, 10731.08583369, 6.19030249, 52.25710256
23/2/2018, 7.82405059,  1746.0549798,  13661.22249786, 10718.40230248, 6.13863963, 51.78242303
2/3/2018, 7.83061331,  1756.80824073,  13756.88598449, 10687.49286562, 6.0834715, 51.99171977
9/3/2018, 7.83690514,  1756.77075325,  13767.64574446, 10811.89398754, 6.1544137, 51.98432663
